state;account_length;area_code;international_plan;voice_mail_plan;number_vmail_messages;total_day_minutes;total_day_calls;total_day_charge;total_eve_minutes;total_eve_calls;total_eve_charge;total_night_minutes;total_night_calls;total_night_charge;total_intl_minutes;total_intl_calls;total_intl_charge;number_customer_service_calls;churn
MI;115;area_code_415;no;yes;26;155,2;110;26,4;230,9;133;19,6;261,6;100;11,8;4,5;4;1,2;0;no
VT;121;area_code_415;yes;yes;44;254,1;127;43,2;180,2;108;15,3;196,2;129;8,8;8,7;4;2,4;3;no
WV;54;area_code_510;no;yes;33;112,0;90;19,0;208,0;112;17,7;150,3;83;6,8;11,3;4;3,1;2;no
ME;105;area_code_408;no;no;0;115,5;73;19,6;267,3;83;22,7;114,2;90;5,1;13,3;5;3,6;3;no
IA;73;area_code_415;no;no;0;137,1;102;23,3;210,8;114;17,9;191,4;120;8,6;11,1;4;3,0;1;no
CT;95;area_code_415;no;no;0;198,4;113;33,7;235,9;144;20,1;325,6;99;14,7;10,1;3;2,7;0;no
NM;21;area_code_415;no;yes;19;132,7;94;22,6;204,6;101;17,4;154,7;78;7,0;12,9;7;3,5;3;no
OR;163;area_code_408;no;yes;25;219,6;99;37,3;210,4;99;17,9;242,7;88;10,9;13,8;8;3,7;2;no
VT;57;area_code_415;no;no;0;169,6;96;28,8;234,7;112;20,0;285,4;83;12,8;11,2;4;3,0;0;no
RI;104;area_code_408;yes;no;0;160,4;73;27,3;293,9;103;25,0;306,6;90;13,8;12,6;5;3,4;4;no
AL;95;area_code_415;no;no;0;194,6;114;33,1;232,8;106;19,8;173,4;92;7,8;3,8;2;1,0;3;no
CT;74;area_code_408;no;no;0;157,1;95;26,7;213,1;36;18,1;280,4;77;12,6;7,6;3;2,1;2;no
TN;67;area_code_415;no;no;0;179,8;125;30,6;173,2;86;14,7;272,8;97;12,3;10,9;4;2,9;0;no
ID;104;area_code_415;yes;no;0;148,2;108;25,2;161,8;113;13,8;259,3;103;11,7;11,0;4;3,0;0;no
TX;71;area_code_415;no;yes;39;183,2;103;31,1;209,4;111;17,8;172,4;109;7,8;11,9;6;3,2;1;no
NH;149;area_code_415;no;no;0;119,2;88;20,3;168,3;110;14,3;204,7;119;9,2;12,2;6;3,3;4;yes
ND;154;area_code_408;no;yes;35;224,0;102;38,1;192,0;99;16,3;163,1;100;7,3;9,6;2;2,6;0;no
KS;117;area_code_415;no;no;0;184,8;83;31,4;248,6;101;21,1;133,1;113;6,0;9,6;8;2,6;1;no
ME;130;area_code_408;no;no;0;176,3;140;30,0;201,0;104;17,1;161,9;123;7,3;11,3;5;3,1;1;no
RI;73;area_code_415;no;no;0;241,7;115;41,1;168,5;133;14,3;169,8;122;7,6;11,1;2;3,0;2;no
WI;100;area_code_510;no;yes;38;224,7;121;38,2;294,0;131;25,0;290,0;61;13,1;9,8;6;2,7;0;no
NC;149;area_code_510;no;no;0;207,3;115;35,2;198,4;82;16,9;114,1;83;5,1;8,6;4;2,3;1;no
OH;29;area_code_408;no;no;0;196,8;81;33,5;168,0;110;14,3;132,6;98;6,0;12,7;7;3,4;2;no
WY;131;area_code_510;no;no;0;110,9;74;18,9;115,6;90;9,8;190,5;114;8,6;15,8;9;4,3;1;no
NJ;153;area_code_510;no;no;0;122,5;145;20,8;273,3;103;23,2;197,8;71;8,9;8,0;3;2,2;2;no
WI;133;area_code_510;no;no;0;187,0;65;31,8;141,4;128;12,0;238,2;108;10,7;10,0;8;2,7;2;no
KY;112;area_code_415;no;no;0;170,5;113;29,0;193,2;129;16,4;188,0;91;8,5;11,2;6;3,0;0;no
NY;87;area_code_415;no;no;0;204,8;101;34,8;161,0;80;13,7;285,7;89;12,9;9,5;3;2,6;0;no
AZ;66;area_code_510;no;no;0;154,0;133;26,2;198,9;121;16,9;151,9;100;6,8;9,5;3;2,6;4;yes
CO;74;area_code_415;no;no;0;225,2;93;38,3;215,1;120;18,3;241,8;95;10,9;9,1;2;2,5;2;no
MD;116;area_code_408;no;no;0;159,4;79;27,1;179,5;88;15,3;167,8;71;7,6;9,7;2;2,6;6;yes
AR;68;area_code_510;no;no;0;172,7;95;29,4;139,1;90;11,8;174,3;99;7,8;11,7;1;3,2;2;no
TN;68;area_code_415;no;no;0;222,8;99;37,9;175,8;85;14,9;202,0;111;9,1;11,0;3;3,0;3;no
DE;54;area_code_415;yes;no;0;214,1;77;36,4;240,5;94;20,4;188,9;75;8,5;10,1;3;2,7;1;no
WI;107;area_code_408;no;no;0;134,0;104;22,8;174,5;94;14,8;311,1;79;14,0;7,3;3;2,0;3;no
WV;124;area_code_510;no;no;0;184,8;74;31,4;175,1;84;14,9;158,2;95;7,1;10,5;6;2,8;1;no
CT;95;area_code_415;no;yes;36;283,1;112;48,1;286,2;86;24,3;261,7;129;11,8;11,3;3;3,1;3;no
MN;173;area_code_510;no;no;0;291,8;143;49,6;214,3;134;18,2;151,2;119;6,8;9,9;2;2,7;0;yes
MO;110;area_code_408;no;no;0;222,7;94;37,9;105,8;98;9,0;214,8;78;9,7;13,5;4;3,7;1;no
VA;102;area_code_510;no;no;0;174,5;79;29,7;236,8;136;20,1;270,4;110;12,2;8,5;5;2,3;0;no
NH;130;area_code_408;no;no;0;68,4;86;11,6;193,3;110;16,4;171,5;139;7,7;10,4;4;2,8;0;no
OK;91;area_code_408;no;yes;31;273,0;78;46,4;215,5;98;18,3;104,7;114;4,7;9,6;2;2,6;1;no
CT;64;area_code_415;yes;no;0;225,3;134;38,3;108,2;87;9,2;139,6;132;6,3;17,3;9;4,7;1;yes
TN;176;area_code_415;no;yes;23;283,2;130;48,1;162,6;74;13,8;177,7;104;8,0;7,2;6;1,9;1;no
MD;93;area_code_510;yes;no;0;131,4;78;22,3;219,7;106;18,7;155,7;103;7,0;11,1;2;3,0;1;yes
WI;84;area_code_510;no;yes;12;89,7;87;15,3;138,6;73;11,8;165,8;114;7,5;10,7;2;2,9;1;no
SD;138;area_code_510;no;no;0;127,1;102;21,6;247,7;106;21,1;207,7;75;9,4;5,0;3;1,4;3;no
ND;101;area_code_415;no;yes;28;105,9;132;18,0;231,7;107;19,7;281,3;120;12,7;10,7;5;2,9;1;no
VA;136;area_code_408;no;no;0;142,3;79;24,2;158,0;113;13,4;177,5;75;8,0;6,0;11;1,6;2;no
MA;132;area_code_408;no;yes;36;201,9;93;34,3;156,3;75;13,3;131,3;92;5,9;13,7;5;3,7;0;no
SD;128;area_code_415;no;no;0;247,3;91;42,0;182,7;60;15,5;143,2;112;6,4;14,7;2;4,0;3;no
AL;92;area_code_408;no;yes;38;242,2;96;41,2;159,7;144;13,6;210,0;108;9,5;8,9;1;2,4;1;no
AL;197;area_code_415;yes;no;0;127,3;80;21,6;222,3;115;18,9;173,9;95;7,8;13,7;5;3,7;5;yes
WV;191;area_code_408;no;no;0;162,0;104;27,5;241,2;120;20,5;210,4;83;9,5;10,9;7;2,9;1;no
SC;99;area_code_415;no;yes;33;179,1;93;30,5;238,3;102;20,3;165,7;96;7,5;10,6;1;2,9;2;no
UT;78;area_code_415;no;no;0;193,1;85;32,8;172,1;105;14,6;129,6;119;5,8;10,2;1;2,8;0;no
NY;98;area_code_408;no;no;0;171,7;99;29,2;174,8;87;14,9;189,6;130;8,5;7,8;6;2,1;1;no
NH;56;area_code_415;no;yes;24;121,7;87;20,7;184,0;76;15,6;266,6;98;12,0;12,7;3;3,4;1;no
VA;84;area_code_415;no;no;0;130,2;105;22,1;278,0;60;23,6;305,4;74;13,7;14,0;6;3,8;2;no
VT;95;area_code_510;no;no;0;203,4;96;34,6;168,6;61;14,3;173,0;105;7,8;13,7;3;3,7;2;no
WY;16;area_code_415;no;no;0;174,7;83;29,7;280,8;122;23,9;171,7;80;7,7;10,5;8;2,8;5;no
NV;76;area_code_510;yes;no;0;241,0;120;41,0;231,8;96;19,7;220,2;67;9,9;9,9;1;2,7;1;yes
WV;93;area_code_415;no;no;0;141,7;95;24,1;221,0;100;18,8;227,1;71;10,2;10,2;3;2,8;0;no
WA;83;area_code_408;no;no;0;134,8;96;22,9;167,2;78;14,2;161,5;123;7,3;7,7;5;2,1;2;no
KS;123;area_code_415;no;no;0;163,1;119;27,7;249,4;51;21,2;168,2;77;7,6;9,0;10;2,4;1;no
OK;82;area_code_510;no;no;0;329,8;73;56,1;208,3;120;17,7;267,1;102;12,0;10,6;6;2,9;0;yes
CO;110;area_code_510;no;no;0;131,9;93;22,4;272,7;106;23,2;192,8;105;8,7;7,1;4;1,9;1;no
AK;96;area_code_408;no;yes;29;150,0;91;25,5;159,4;75;13,6;228,1;55;10,3;8,5;3;2,3;1;no
TN;47;area_code_415;no;yes;30;196,6;93;33,4;241,4;140;20,5;226,0;118;10,2;12,9;4;3,5;2;no
KY;115;area_code_510;no;no;0;99,7;107;17,0;145,1;96;12,3;149,4;99;6,7;14,1;4;3,8;2;no
PA;69;area_code_415;no;no;0;143,6;88;24,4;141,8;86;12,1;194,0;83;8,7;10,8;5;2,9;3;no
CT;163;area_code_408;no;yes;40;231,9;56;39,4;211,8;91;18,0;268,5;74;12,1;12,3;3;3,3;2;no
MN;98;area_code_415;no;no;0;72,8;107;12,4;186,4;103;15,8;175,3;110;7,9;10,5;4;2,8;3;no
PA;174;area_code_415;no;yes;15;221,8;143;37,7;210,6;115;17,9;221,8;109;10,0;12,4;9;3,4;1;no
OR;95;area_code_415;no;no;0;269,0;120;45,7;233,7;120;19,9;179,3;61;8,1;7,3;4;2,0;2;yes
PA;79;area_code_415;no;no;0;268,3;114;45,6;185,5;111;15,8;264,6;88;11,9;6,3;7;1,7;1;yes
OK;123;area_code_415;no;yes;27;198,7;127;33,8;249,0;105;21,2;173,2;124;7,8;12,5;5;3,4;1;no
VT;99;area_code_415;no;no;0;115,5;75;19,6;218,1;111;18,5;254,9;98;11,5;11,5;7;3,1;7;yes
PA;141;area_code_510;no;no;0;215,6;113;36,7;200,6;81;17,1;153,8;107;6,9;12,4;6;3,4;1;no
NM;132;area_code_408;no;no;0;169,9;107;28,9;209,4;121;17,8;206,1;79;9,3;11,5;2;3,1;1;no
FL;133;area_code_510;no;no;0;201,7;85;34,3;169,4;116;14,4;286,3;80;12,9;6,0;4;1,6;0;no
TX;133;area_code_408;no;no;0;221,1;133;37,6;160,2;140;13,6;161,8;84;7,3;8,4;3;2,3;4;no
VT;93;area_code_510;no;yes;32;218,7;117;37,2;115,0;61;9,8;192,7;85;8,7;9,4;5;2,5;2;no
MA;34;area_code_415;no;no;0;293,7;89;49,9;272,5;71;23,2;178,2;76;8,0;11,0;10;3,0;2;yes
DE;96;area_code_415;no;yes;26;175,8;96;29,9;206,6;84;17,6;178,0;105;8,0;11,1;2;3,0;2;no
FL;144;area_code_510;no;no;0;278,5;95;47,4;240,7;90;20,5;120,0;90;5,4;11,6;5;3,1;1;yes
ID;24;area_code_408;no;yes;29;236,3;105;40,2;190,8;114;16,2;129,0;105;5,8;7,2;2;1,9;3;no
MD;54;area_code_415;no;no;0;273,8;113;46,6;119,6;156;10,2;267,6;117;12,0;11,7;3;3,2;1;no
WV;50;area_code_408;no;no;0;131,1;129;22,3;160,5;94;13,6;206,9;88;9,3;5,6;9;1,5;5;yes
ID;92;area_code_415;no;yes;23;167,4;83;28,5;258,6;129;22,0;116,4;110;5,2;11,2;3;3,0;4;no
NV;96;area_code_408;no;no;0;197,7;68;33,6;250,5;53;21,3;181,2;67;8,2;10,5;3;2,8;3;no
OH;146;area_code_415;no;no;0;169,5;93;28,8;230,9;71;19,6;269,8;115;12,1;9,0;7;2,4;2;no
ID;138;area_code_415;yes;yes;17;225,2;116;38,3;173,4;88;14,7;145,8;99;6,6;11,7;4;3,2;0;no
MO;76;area_code_510;no;no;0;129,7;84;22,1;177,5;80;15,1;228,9;87;10,3;7,5;3;2,0;5;yes
NE;99;area_code_415;no;no;0;200,0;66;34,0;107,9;104;9,2;233,7;82;10,5;11,4;2;3,1;3;no
NC;83;area_code_510;no;yes;36;95,9;87;16,3;261,6;105;22,2;228,6;109;10,3;13,3;4;3,6;0;no
ME;36;area_code_510;no;yes;25;152,8;110;26,0;242,8;67;20,6;147,4;74;6,6;9,1;2;2,5;1;no
AZ;109;area_code_415;yes;no;0;268,4;85;45,6;150,6;131;12,8;297,9;84;13,4;9,7;8;2,6;2;yes
AZ;100;area_code_415;no;no;0;188,5;152;32,1;148,3;115;12,6;179,8;88;8,1;15,2;5;4,1;2;no
HI;104;area_code_408;no;no;0;170,6;97;29,0;162,1;111;13,8;210,7;131;9,5;6,1;1;1,7;1;no
NJ;106;area_code_415;no;no;0;191,4;124;32,5;200,7;116;17,1;230,1;76;10,4;8,2;3;2,2;1;no
SC;100;area_code_510;no;no;0;115,9;87;19,7;111,3;56;9,5;170,2;77;7,7;7,1;4;1,9;1;no
MN;99;area_code_408;no;no;0;128,8;86;21,9;203,9;105;17,3;282,6;131;12,7;14,1;4;3,8;2;no
WV;50;area_code_510;no;no;0;131,7;108;22,4;216,5;103;18,4;196,1;126;8,8;11,0;5;3,0;1;no
MS;105;area_code_415;no;no;0;101,4;48;17,2;159,1;119;13,5;259,2;53;11,7;12,2;2;3,3;1;no
NM;161;area_code_408;no;no;0;107,5;121;18,3;256,4;46;21,8;247,2;131;11,1;12,6;3;3,4;2;no
HI;97;area_code_415;no;yes;43;121,1;105;20,6;260,2;115;22,1;222,4;100;10,0;8,3;5;2,2;3;no
WA;130;area_code_510;no;no;0;124,3;70;21,1;270,7;99;23,0;239,5;83;10,8;3,5;6;1,0;0;no
WI;92;area_code_415;no;no;0;157,7;101;26,8;298,6;100;25,4;216,9;99;9,8;13,8;3;3,7;1;no
CO;119;area_code_408;no;no;0;124,3;68;21,1;207,1;88;17,6;157,4;93;7,1;14,8;1;4,0;0;no
NV;115;area_code_415;no;no;0;286,4;125;48,7;205,7;74;17,5;191,4;141;8,6;6,9;6;1,9;1;yes
RI;134;area_code_415;no;no;0;141,7;95;24,1;205,6;101;17,5;218,5;60;9,8;8,8;6;2,4;0;no
VA;127;area_code_408;no;yes;25;173,0;91;29,4;245,8;64;20,9;300,0;99;13,5;4,8;3;1,3;0;no
NJ;80;area_code_415;no;no;0;268,7;120;45,7;301,0;147;25,6;167,0;140;7,5;5,8;1;1,6;2;yes
ND;153;area_code_415;no;yes;31;218,5;130;37,2;134,2;103;11,4;118,9;105;5,4;9,4;6;2,5;0;no
MN;85;area_code_415;no;no;0;255,3;114;43,4;194,6;83;16,5;276,6;78;12,5;3,7;5;1,0;3;no
HI;79;area_code_415;no;no;0;41,9;124;7,1;211,0;95;17,9;237,9;55;10,7;11,4;5;3,1;1;no
ND;35;area_code_415;no;no;0;260,8;87;44,3;258,1;78;21,9;131,3;123;5,9;5,8;2;1,6;1;no
WI;120;area_code_408;no;yes;26;239,4;94;40,7;259,4;88;22,1;238,0;132;10,7;7,7;3;2,1;0;no
MN;68;area_code_510;no;no;0;226,7;94;38,5;168,4;129;14,3;188,7;117;8,5;10,2;1;2,8;0;no
KS;120;area_code_510;no;no;0;158,0;110;26,9;197,0;103;16,8;154,9;132;7,0;10,0;5;2,7;1;no
ME;23;area_code_510;no;no;0;113,1;74;19,2;168,8;95;14,4;262,9;126;11,8;6,9;2;1,9;1;yes
WY;225;area_code_415;no;no;0;182,7;142;31,1;246,5;63;21,0;218,0;103;9,8;8,8;2;2,4;1;no
NY;181;area_code_415;yes;no;0;161,3;83;27,4;124,4;83;10,6;262,0;98;11,8;14,1;3;3,8;0;yes
VT;63;area_code_415;no;no;0;142,5;92;24,2;208,3;102;17,7;228,9;120;10,3;7,5;2;2,0;2;no
NC;54;area_code_415;yes;no;0;190,5;108;32,4;259,7;108;22,1;141,5;111;6,4;9,7;2;2,6;2;yes
MO;80;area_code_408;yes;yes;15;159,3;110;27,1;170,6;120;14,5;141,2;82;6,4;11,9;5;3,2;1;no
NC;118;area_code_408;yes;yes;39;153,8;106;26,2;123,3;111;10,5;117,8;103;5,3;9,2;6;2,5;1;no
NJ;42;area_code_408;yes;no;0;180,7;127;30,7;174,6;94;14,8;165,3;114;7,4;12,0;6;3,2;2;no
OH;134;area_code_408;no;no;0;202,7;105;34,5;224,9;90;19,1;253,9;108;11,4;12,1;7;3,3;0;no
TX;66;area_code_415;no;yes;35;190,8;100;32,4;261,3;93;22,2;209,5;108;9,4;8,9;6;2,4;0;no
TN;127;area_code_415;no;yes;28;235,6;124;40,1;236,8;113;20,1;241,2;127;10,9;7,7;2;2,1;1;no
HI;146;area_code_510;no;no;0;189,3;77;32,2;155,9;128;13,3;186,0;83;8,4;7,4;3;2,0;0;no
WY;93;area_code_408;no;yes;42;166,9;101;28,4;273,2;84;23,2;171,0;106;7,7;11,5;1;3,1;1;no
CT;77;area_code_415;no;no;0;245,2;87;41,7;254,1;83;21,6;239,4;91;10,8;7,5;4;2,0;0;yes
NM;111;area_code_415;no;no;0;132,6;125;22,5;221,1;67;18,8;127,9;101;5,8;12,7;2;3,4;4;yes
NJ;125;area_code_415;no;no;0;182,3;64;31,0;139,8;121;11,9;171,6;96;7,7;11,6;7;3,1;2;no
AL;115;area_code_510;no;yes;14;192,3;86;32,7;88,7;90;7,5;229,4;120;10,3;10,5;3;2,8;2;no
MN;115;area_code_510;yes;no;0;122,0;110;20,7;220,2;100;18,7;179,7;124;8,1;10,8;2;2,9;2;yes
NC;114;area_code_408;no;no;0;193,0;101;32,8;250,0;81;21,3;133,3;79;6,0;9,6;2;2,6;2;no
ND;118;area_code_415;no;yes;39;91,5;125;15,6;219,9;113;18,7;229,0;99;10,3;12,7;8;3,4;2;no
NY;21;area_code_415;no;no;0;244,7;81;41,6;168,0;117;14,3;281,5;87;12,7;6,6;1;1,8;1;no
WI;142;area_code_408;no;yes;24;239,8;103;40,8;285,9;65;24,3;256,7;106;11,6;9,5;4;2,6;0;no
WY;62;area_code_415;no;no;0;172,4;132;29,3;230,5;100;19,6;228,2;109;10,3;11,0;5;3,0;0;no
OR;149;area_code_415;no;no;0;242,5;83;41,2;245,4;97;20,9;219,6;80;9,9;10,0;3;2,7;3;yes
CO;54;area_code_510;no;yes;39;117,6;82;20,0;159,2;60;13,5;236,4;113;10,6;11,3;10;3,1;2;no
LA;112;area_code_510;no;no;0;174,5;127;29,7;259,3;71;22,0;170,5;120;7,7;11,3;7;3,1;1;no
AL;68;area_code_510;no;no;0;157,3;83;26,7;220,9;85;18,8;218,9;129;9,9;12,0;7;3,2;1;no
TX;201;area_code_415;no;yes;21;192,0;97;32,6;239,1;81;20,3;116,1;125;5,2;15,1;3;4,1;1;no
PA;88;area_code_510;no;no;0;218,2;76;37,1;169,3;60;14,4;141,1;99;6,4;8,0;1;2,2;1;no
IL;85;area_code_415;no;yes;29;144,6;97;24,6;140,0;102;11,9;165,4;148;7,4;10,9;3;2,9;1;no
DE;51;area_code_415;yes;no;0;153,6;108;26,1;232,9;85;19,8;214,2;92;9,6;14,1;4;3,8;0;yes
MO;45;area_code_510;no;yes;29;135,8;104;23,1;222,5;101;18,9;235,6;92;10,6;7,9;6;2,1;2;no
AR;116;area_code_510;no;no;0;160,7;69;27,3;146,8;106;12,5;287,8;144;13,0;8,2;5;2,2;0;no
OH;146;area_code_408;no;yes;31;202,5;91;34,4;241,4;108;20,5;169,6;77;7,6;7,8;2;2,1;1;no
WI;63;area_code_510;no;yes;34;152,2;119;25,9;227,1;91;19,3;195,7;103;8,8;12,3;5;3,3;1;no
GA;133;area_code_510;no;no;0;227,4;90;38,7;73,2;135;6,2;114,3;99;5,1;4,7;7;1,3;0;no
KY;125;area_code_408;no;no;0;191,6;115;32,6;205,6;108;17,5;210,2;123;9,5;9,2;3;2,5;2;no
OH;72;area_code_510;no;no;0;138,9;111;23,6;211,6;102;18,0;179,5;91;8,1;10,8;3;2,9;1;no
TN;130;area_code_408;no;no;0;127,0;102;21,6;206,9;107;17,6;231,7;99;10,4;6,1;6;1,7;0;no
SD;97;area_code_415;no;no;0;168,6;87;28,7;259,2;105;22,0;279,8;123;12,6;7,3;4;2,0;1;no
NY;54;area_code_415;no;no;0;286,6;73;48,7;223,2;108;19,0;203,7;107;9,2;11,5;5;3,1;1;yes
GA;160;area_code_415;no;yes;29;164,6;121;28,0;262,8;108;22,3;123,8;131;5,6;15,2;4;4,1;1;no
TX;79;area_code_415;no;no;0;144,0;90;24,5;135,8;91;11,5;212,4;129;9,6;13,0;4;3,5;1;no
WV;92;area_code_415;no;yes;47;141,6;95;24,1;207,9;130;17,7;203,6;95;9,2;10,2;11;2,8;0;no
ND;132;area_code_510;no;no;0;163,2;80;27,7;167,6;90;14,3;87,5;90;3,9;6,2;10;1,7;1;no
SD;93;area_code_415;no;no;0;176,1;103;29,9;199,7;130;17,0;263,9;96;11,9;8,5;6;2,3;2;no
AK;101;area_code_510;no;no;0;174,9;105;29,7;262,0;75;22,3;210,0;93;9,5;8,5;5;2,3;1;no
CT;125;area_code_415;yes;no;0;187,3;118;31,8;160,7;111;13,7;263,8;112;11,9;9,6;2;2,6;0;yes
CO;63;area_code_415;no;no;0;211,8;84;36,0;230,9;137;19,6;217,1;99;9,8;10,7;9;2,9;3;no
MD;107;area_code_415;no;no;0;241,9;102;41,1;126,9;117;10,8;185,6;92;8,4;11,7;6;3,2;0;no
ND;110;area_code_408;no;no;0;196,1;103;33,3;199,7;123;17,0;135,9;71;6,1;12,9;1;3,5;3;no
NH;83;area_code_415;no;no;0;231,3;100;39,3;210,4;84;17,9;217,4;106;9,8;12,4;2;3,4;3;no
MN;117;area_code_408;no;no;0;161,6;104;27,5;196,3;119;16,7;294,8;111;13,3;13,8;2;3,7;1;no
KY;124;area_code_415;no;no;0;194,0;103;33,0;241,0;116;20,5;227,5;153;10,2;11,9;5;3,2;0;no
NH;115;area_code_510;no;no;0;109,7;148;18,7;223,8;87;19,0;240,3;96;10,8;15,4;8;4,2;3;no
CO;156;area_code_408;yes;no;0;277,0;119;47,1;238,3;106;20,3;94,4;96;4,3;8,3;3;2,2;1;no
KY;89;area_code_408;no;no;0;192,1;83;32,7;163,6;88;13,9;169,7;138;7,6;6,1;3;1,7;0;no
KY;72;area_code_415;no;no;0;198,4;147;33,7;216,9;121;18,4;112,8;125;5,1;13,1;4;3,5;0;no
IN;101;area_code_415;no;yes;42;209,2;82;35,6;159,7;74;13,6;181,6;100;8,2;9,5;3;2,6;0;no
OR;53;area_code_415;no;no;0;184,8;98;31,4;216,4;125;18,4;141,1;116;6,4;18,4;3;5,0;2;no
SD;116;area_code_408;no;no;0;167,8;119;28,5;142,0;123;12,1;190,7;128;8,6;7,3;4;2,0;2;no
DE;78;area_code_408;no;no;0;139,2;140;23,7;191,4;113;16,3;286,5;125;12,9;11,8;3;3,2;3;no
NE;56;area_code_510;no;no;0;121,6;84;20,7;165,3;115;14,1;243,9;95;11,0;8,9;2;2,4;1;no
OH;123;area_code_408;no;yes;39;270,4;99;46,0;245,1;110;20,8;108,9;113;4,9;15,4;7;4,2;1;no
OH;127;area_code_408;no;no;0;139,6;94;23,7;240,9;112;20,5;127,1;88;5,7;8,8;4;2,4;2;no
AR;116;area_code_415;no;yes;23;253,0;78;43,0;138,9;121;11,8;277,8;104;12,5;11,8;3;3,2;2;no
KS;138;area_code_510;no;yes;26;183,9;83;31,3;240,7;93;20,5;185,7;125;8,4;15,0;3;4,1;1;no
TX;120;area_code_415;no;no;0;203,3;108;34,6;259,9;66;22,1;115,9;103;5,2;7,8;2;2,1;3;no
WI;102;area_code_408;no;no;0;200,6;106;34,1;152,5;127;13,0;199,4;128;9,0;7,7;2;2,1;3;no
OR;95;area_code_415;no;no;0;167,6;96;28,5;176,0;89;15,0;250,9;113;11,3;13,4;6;3,6;2;no
VA;102;area_code_408;no;no;0;156,5;67;26,6;204,3;103;17,4;141,9;72;6,4;9,9;2;2,7;2;no
AR;89;area_code_415;no;yes;25;215,1;140;36,6;197,4;69;16,8;162,1;117;7,3;10,6;10;2,9;1;no
CT;50;area_code_408;no;no;0;301,7;82;51,3;167,1;118;14,2;72,2;89;3,3;10,5;6;2,8;1;no
OH;93;area_code_415;no;yes;42;152,3;90;25,9;267,5;102;22,7;266,9;130;12,0;11,3;5;3,1;7;no
WY;68;area_code_510;no;no;0;195,4;116;33,2;212,1;101;18,0;138,4;134;6,2;15,1;11;4,1;1;no
IL;70;area_code_408;no;no;0;208,7;97;35,5;275,5;83;23,4;182,5;122;8,2;8,0;3;2,2;2;no
DC;141;area_code_415;no;yes;37;185,4;87;31,5;178,5;128;15,2;218,3;107;9,8;8,0;3;2,2;4;no
MA;112;area_code_415;no;yes;17;183,2;95;31,1;252,8;125;21,5;156,7;95;7,1;9,7;3;2,6;0;no
NH;117;area_code_510;yes;no;0;54,2;100;9,2;303,2;84;25,8;171,8;84;7,7;8,6;2;2,3;1;yes
IA;1;area_code_408;no;yes;26;208,0;115;35,4;185,0;113;15,7;177,7;144;8,0;8,1;9;2,2;1;no
AL;70;area_code_415;no;no;0;230,3;110;39,2;77,9;87;6,6;247,1;105;11,1;13,2;4;3,6;1;no
OR;87;area_code_510;no;yes;22;240,8;102;40,9;75,9;106;6,5;224,6;115;10,1;7,1;3;1,9;2;no
WV;52;area_code_510;no;yes;21;195,7;119;33,3;106,2;95;9,0;157,4;94;7,1;5,3;3;1,4;2;no
WA;97;area_code_408;no;no;0;276,1;82;46,9;201,1;106;17,1;231,3;73;10,4;8,9;4;2,4;0;yes
NV;105;area_code_408;no;no;0;166,1;93;28,2;175,9;106;15,0;243,5;55;11,0;16,2;3;4,4;2;no
SC;77;area_code_510;no;yes;28;135,9;117;23,1;244,5;102;20,8;207,5;74;9,3;11,5;3;3,1;4;yes
NC;80;area_code_415;yes;no;0;189,1;122;32,2;223,2;92;19,0;269,0;116;12,1;13,9;3;3,8;2;yes
NH;120;area_code_510;no;yes;43;177,9;117;30,2;175,1;70;14,9;161,3;117;7,3;11,5;4;3,1;1;no
WY;54;area_code_408;no;yes;39;143,9;73;24,5;210,3;117;17,9;129,2;117;5,8;12,5;8;3,4;2;no
FL;148;area_code_510;yes;no;0;148,2;138;25,2;159,6;123;13,6;197,4;62;8,9;8,6;3;2,3;2;no
PA;119;area_code_408;no;no;0;287,1;115;48,8;159,3;99;13,5;216,8;86;9,8;13,9;1;3,8;2;yes
NC;162;area_code_408;no;yes;26;179,7;144;30,6;218,1;129;18,5;212,3;105;9,6;9,3;8;2,5;1;yes
MO;85;area_code_510;no;no;0;165,8;96;28,2;190,0;141;16,2;144,0;116;6,5;10,9;3;2,9;5;yes
KS;101;area_code_510;no;yes;25;144,1;144;24,5;167,6;105;14,3;240,0;107;10,8;14,5;3;3,9;1;no
KY;172;area_code_415;no;no;0;172,5;85;29,3;253,1;71;21,5;221,6;113;10,0;5,9;6;1,6;0;no
WI;67;area_code_510;no;no;0;109,1;134;18,6;142,3;76;12,1;91,2;86;4,1;10,9;5;2,9;2;no
CO;86;area_code_408;no;no;0;171,8;106;29,2;301,7;44;25,6;139,4;108;6,3;9,7;5;2,6;1;no
NM;107;area_code_415;no;no;0;222,3;101;37,8;286,0;111;24,3;249,4;117;11,2;12,1;4;3,3;1;yes
IL;116;area_code_510;no;no;0;164,6;110;28,0;270,6;103;23,0;230,4;109;10,4;8,0;3;2,2;0;no
WA;63;area_code_408;no;no;0;211,7;107;36,0;271,7;77;23,1;203,3;108;9,2;7,4;7;2,0;0;no
MA;119;area_code_408;yes;yes;16;147,2;103;25,0;160,1;96;13,6;184,0;120;8,3;7,7;2;2,1;0;yes
OH;133;area_code_408;yes;no;0;254,7;103;43,3;252,2;80;21,4;178,1;103;8,0;8,0;3;2,2;0;yes
TN;94;area_code_408;yes;no;0;170,1;113;28,9;271,8;94;23,1;110,7;78;5,0;8,7;4;2,4;1;no
